,Approval_Date,Loan,Valuation,Country,Origin,Joint,App1_Age,App2_Age,App1_G,App2_G,App1_Income,App2_Income,Property_Type,Area,Property_Age,Advance_Date
10682,27/07/2022,113000,201100,0,0,0,57,,0,,20000,,3,1,216,
10683,20/02/2022,369000,471000,0,1,0,41,,0,,62792,,3,0,3,
10684,06/04/2024,33000,42700,0,2,0,46,,0,,20000,,2,0,59,27/04/2024
10685,09/09/2021,129000,203500,0,2,0,34,,1,,20000,,1,0,,
10686,25/02/2024,57000,132900,3,,1,56,57,1,0,8600,11400,2,0,69,
10687,17/08/2023,136000,200200,0,1,1,73,45,1,0,12304,7696,0,1,196,
10688,04/09/2023,100000,205700,0,1,0,65,,0,,20000,,1,2,82,
10689,11/08/2023,234000,462900,0,,0,67,,0,,31835,,2,,72,
10690,19/03/2022,97000,204300,0,2,1,53,38,1,0,9586,10414,0,2,73,
10691,20/08/2023,49000,69300,0,2,0,49,,0,,20000,,2,0,79,
10692,05/02/2022,67000,109400,0,2,0,24,,0,,20000,,,1,176,
10693,11/09/2021,44000,62400,0,0,1,59,43,0,1,3817,16183,3,0,58,06/10/2021
10694,29/08/2024,124000,170100,1,1,1,57,29,0,1,6821,13179,3,0,184,
10695,14/11/2022,170000,224600,0,1,0,75,,0,,20000,,2,0,17,15/12/2022
10696,11/09/2022,151000,233800,0,1,1,66,75,0,1,3040,17914,2,1,53,
10697,24/05/2023,138000,167500,0,2,1,42,63,0,1,14269,11217,3,,104,
10698,01/07/2022,379000,546800,0,2,1,27,73,0,1,13506,31339,2,0,3,27/07/2022
10699,24/08/2024,138000,274400,0,1,1,43,44,0,1,11452,22416,2,0,48,
10700,03/12/2021,153000,385700,0,2,0,64,,0,,55534,,2,0,37,
10701,16/07/2023,144000,205900,0,1,0,54,,1,,20000,,1,0,80,
10702,11/09/2021,462000,561800,0,2,0,51,,0,,50023,,2,1,34,
10703,17/11/2023,245000,361500,0,1,1,70,64,1,0,6470,23114,3,1,4,
10704,08/02/2022,52000,114100,0,1,0,55,,0,,20000,,2,0,84,
10705,13/08/2023,228000,378500,0,2,0,56,,1,,29891,,3,0,4,22/08/2023
10706,19/08/2022,187000,354100,0,1,1,26,40,1,0,24975,15325,2,0,30,
10707,22/05/2022,282000,371600,2,1,1,58,27,1,1,21639,20851,3,1,158,
10708,28/08/2024,48000,65400,0,2,0,72,,1,,20000,,2,2,82,
10709,19/02/2023,135000,192100,0,1,0,38,,1,,20000,,0,0,80,
10710,13/07/2024,264000,385000,0,1,0,23,,0,,35633,,2,0,2,
10711,21/12/2022,130000,213300,0,1,0,49,,0,,20000,,2,0,75,
10712,16/12/2023,80000,192700,0,2,0,40,,1,,20000,,0,0,62,29/12/2023
10713,09/02/2024,106000,239400,0,2,0,74,,0,,23239,,3,1,58,
10714,29/10/2021,89000,186400,0,1,1,18,52,0,1,8263,11737,2,0,54,13/11/2021
10715,06/04/2024,128000,198300,0,1,0,75,,1,,20000,,3,0,92,29/04/2024
10716,11/09/2021,166000,201300,0,1,1,28,48,1,0,4538,15462,1,2,80,26/11/2021
10717,30/12/2021,178000,367200,,1,0,53,,0,,39349,,2,0,51,05/02/2022
10718,05/02/2022,120000,200100,0,2,0,26,,0,,20966,,2,0,172,
10719,13/09/2022,228000,380500,0,1,0,48,,0,,31868,,2,1,192,14/10/2022
10720,14/08/2023,144000,200700,0,1,0,46,,0,,20000,,0,0,63,
10721,22/06/2023,237000,412000,0,2,0,59,,0,,40814,,2,,208,
10722,14/08/2024,357000,648100,0,0,0,31,,0,,49329,,3,0,54,
10723,25/06/2022,68000,113000,0,2,1,45,22,1,0,8846,11154,2,0,178,11/07/2022
10724,28/05/2023,231000,394400,0,1,0,75,,0,,29389,,2,1,85,
10725,10/09/2023,177000,214000,0,1,0,28,,0,,20000,,1,2,171,
10726,12/08/2024,149000,280700,0,2,1,65,67,0,1,11333,16712,2,,258,
10727,24/08/2022,166000,224000,0,2,1,33,35,0,1,7692,12308,3,0,241,
10728,05/10/2021,212000,381400,0,0,1,36,37,0,0,6485,20994,2,0,,
10729,04/08/2022,151000,326200,0,1,1,46,18,1,0,5678,19341,2,1,84,23/08/2022
10730,04/06/2024,149000,207900,0,1,1,52,34,0,1,10832,9168,1,0,72,
10731,15/08/2024,323000,508300,0,2,0,30,,1,,48529,,3,0,78,
10732,18/03/2022,31000,104200,0,0,0,70,,1,,20000,,2,0,257,
10733,23/08/2023,107000,204100,0,2,1,45,71,0,0,12672,7392,1,,78,
10734,08/04/2022,347000,511000,0,,1,62,26,0,1,19178,23357,3,1,75,
10735,08/12/2023,171000,256800,0,1,1,48,59,1,0,4072,19047,2,0,71,14/02/2024
10736,26/07/2023,141000,234000,0,1,0,60,,1,,20000,,2,0,87,
10737,21/10/2021,257000,284500,2,2,0,58,,1,,24814,,2,0,205,
10738,05/07/2023,129000,204300,0,0,0,53,,1,,21214,,,1,10,15/07/2023
10739,01/08/2022,255000,378300,0,1,0,26,,1,,34305,,3,1,9,
10740,07/07/2024,100000,213600,0,1,1,42,58,0,1,11616,8384,1,0,0,04/07/2024
10741,24/07/2024,288000,537700,0,2,0,43,,1,,38864,,3,0,53,
10742,23/04/2024,130000,236100,0,2,0,43,,1,,29063,,2,1,92,13/05/2024
10743,26/03/2022,52000,111200,,1,1,18,54,0,1,5724,14276,2,1,13,
10744,30/03/2024,131000,178000,0,2,0,45,,0,,20000,,2,0,243,
10745,22/02/2024,368000,620500,,,0,38,,1,,44657,,3,0,10,
10746,25/12/2022,52000,92000,,1,0,33,,0,,20000,,3,0,15,02/01/2023
10747,06/05/2022,112000,203600,0,2,0,71,,1,,20000,,1,0,35,
10748,27/02/2022,232000,435400,0,,0,54,,1,,43384,,2,0,204,
10749,27/04/2023,364000,501000,0,1,1,36,61,1,0,18652,25710,2,0,16,
10750,18/08/2024,75000,102300,0,2,0,31,,0,,20000,,2,0,,
10751,29/08/2023,171000,472600,1,0,0,23,,1,,42196,,3,0,58,11/09/2023
10752,24/04/2022,273000,437900,0,0,1,41,42,1,0,16971,31037,,0,17,30/05/2022
10753,25/08/2023,109000,144600,0,1,0,43,,1,,20000,,2,0,225,27/09/2023
10754,07/10/2021,39000,104700,0,2,0,46,,0,,20000,,2,0,,04/10/2021
10755,27/02/2023,97000,200600,0,1,0,56,,1,,20000,,0,1,186,20/03/2023
10756,07/04/2024,116000,192500,0,1,1,64,57,1,1,10094,9906,2,0,86,
10757,05/06/2023,216000,256200,0,2,0,18,,0,,31672,,2,1,177,
10758,22/05/2023,162000,213700,,1,1,61,68,0,1,11127,8873,1,0,222,
10759,13/07/2024,278000,526700,0,1,0,30,,1,,48064,,3,2,33,
10760,09/09/2021,138000,189800,0,1,0,50,,1,,20000,,2,0,6,01/10/2021
10761,03/06/2022,260000,453900,,1,0,57,,1,,39998,,2,1,48,
10762,18/05/2022,316000,558400,3,1,1,73,32,1,1,29858,37125,2,0,81,
10763,13/03/2022,304000,350700,2,1,1,43,56,0,0,16083,14909,2,2,71,
10764,08/12/2022,57000,88900,0,2,0,52,,1,,20000,,2,0,235,
10765,06/09/2021,257000,419900,0,0,1,65,57,1,0,19931,24421,2,0,176,19/10/2021
10766,05/08/2023,146000,210900,0,1,0,63,,0,,20000,,1,2,84,
10767,02/09/2022,122000,197800,0,1,0,40,,1,,20000,,0,0,199,
10768,20/08/2023,40000,57900,0,1,0,34,,1,,20000,,2,0,72,28/08/2023
10769,15/06/2023,135000,205900,0,2,0,56,,0,,20000,,1,0,17,
10770,20/08/2024,192000,282300,0,1,0,34,,0,,21075,,2,2,205,
10771,07/02/2024,198000,286400,0,1,0,56,,0,,20000,,3,0,71,
10772,25/11/2021,103000,200700,0,1,0,48,,0,,25041,,1,0,34,
10773,04/04/2022,100000,157300,0,1,0,50,,1,,20000,,2,0,190,
10774,26/06/2022,108000,164300,0,2,1,52,28,1,0,10447,9553,2,1,155,
10775,09/08/2024,98000,120600,0,1,0,21,,1,,20000,,3,0,186,
10776,12/07/2023,214000,249000,0,2,1,49,57,1,0,18025,7573,3,1,10,07/09/2023
10777,27/04/2022,54000,206600,0,1,0,48,,0,,22151,,1,0,226,
10778,08/08/2022,449000,663700,0,1,1,55,44,1,0,14394,41381,2,1,34,19/09/2022
10779,15/02/2023,131000,210700,0,0,1,33,18,1,0,7272,14034,3,1,200,
10780,14/04/2022,180000,197700,0,2,1,18,24,0,1,11306,9311,3,0,,27/05/2022
10781,06/07/2023,749000,1192900,2,2,1,18,49,0,0,55887,62678,3,0,16,
10782,15/05/2023,345000,614000,0,1,0,43,,0,,47973,,2,0,35,01/06/2023
10783,18/03/2023,62000,93700,0,2,0,45,,1,,20000,,2,,60,16/04/2023
10784,03/06/2022,240000,365000,0,1,0,44,,0,,37951,,3,0,153,
10785,15/03/2023,42000,104700,0,1,1,63,68,1,0,8956,11044,2,0,59,
10786,16/03/2022,53000,95000,2,1,1,44,29,1,0,7981,12019,2,0,154,
10787,09/08/2023,107000,126200,0,1,1,56,58,0,1,5737,14263,3,0,72,
10788,08/10/2023,286000,340600,0,1,0,54,,1,,30088,,2,0,149,
10789,22/02/2024,32000,46800,3,2,0,37,,1,,20000,,2,0,12,
10790,06/05/2024,139000,194400,0,2,0,63,,1,,22994,,0,0,77,
10791,06/04/2024,100000,204900,0,1,0,55,,1,,20000,,3,0,53,11/04/2024
10792,31/10/2022,215000,356200,,2,0,18,,1,,29668,,2,1,77,20/11/2022
10793,15/08/2022,46000,87000,0,0,0,47,,0,,20000,,2,0,78,
10794,17/08/2023,146000,214200,0,1,1,49,33,0,1,9192,11556,1,0,,25/09/2023
10795,28/02/2022,147000,199400,0,1,0,51,,1,,20000,,1,0,83,04/04/2022
10796,07/04/2022,73000,115800,0,1,0,44,,0,,20000,,2,1,10,
10797,23/04/2022,247000,375000,0,1,1,42,75,1,0,22576,17554,3,,14,
10798,01/11/2021,329000,461300,0,2,1,75,39,0,1,29276,28620,2,0,57,06/12/2021
10799,11/07/2022,92000,157800,3,2,0,25,,1,,20000,,2,0,0,
10800,16/09/2023,46000,54800,0,0,1,42,64,0,1,6164,13836,2,0,87,22/10/2023
10801,24/08/2024,159000,443800,0,1,1,59,40,0,1,13950,26752,2,0,10,
10802,02/09/2022,143000,214300,1,2,0,55,,1,,20000,,2,,85,
10803,14/11/2023,254000,519600,3,1,1,75,39,0,0,21558,29727,3,0,53,
10804,06/09/2021,98000,142800,0,1,0,46,,1,,20000,,2,1,34,11/09/2021
10805,06/05/2023,170000,264800,0,2,0,62,,0,,23478,,2,0,3,20/05/2023
10806,12/08/2023,40000,49900,0,1,1,51,40,1,0,8448,11552,3,0,205,
10807,15/04/2024,211000,326800,0,1,0,40,,0,,28874,,3,0,55,
10808,05/02/2023,193000,304500,0,0,0,38,,1,,27656,,2,0,174,
10809,08/09/2023,107000,251700,0,1,0,30,,1,,20000,,2,0,87,
10810,22/04/2022,88000,120400,1,2,0,67,,0,,20000,,2,0,11,
10811,09/08/2023,111000,199200,0,1,0,25,,1,,20000,,2,1,20,
10812,26/02/2023,248000,475400,0,1,0,74,,1,,42249,,2,0,181,13/03/2023
10813,11/08/2024,220000,359500,0,2,0,52,,1,,29385,,2,0,16,
10814,20/02/2022,153000,206500,0,,0,54,,0,,20000,,1,1,36,
10815,12/08/2024,309000,478200,0,0,0,18,,0,,33562,,2,0,47,
10816,09/09/2023,108000,194800,0,2,1,28,32,1,0,8282,11718,0,0,13,
10817,27/07/2024,151000,198300,0,2,1,42,75,1,0,11680,8320,0,0,182,
10818,08/04/2022,81000,180800,0,2,0,56,,1,,20000,,2,1,32,
10819,24/03/2022,77000,150200,0,2,0,56,,1,,20000,,2,0,53,18/04/2022
10820,11/08/2022,126000,196800,0,1,0,55,,1,,20000,,1,1,244,
10821,15/07/2024,170000,424300,,1,0,19,,1,,50953,,3,0,55,
10822,17/09/2022,390000,563600,0,1,0,55,,1,,50814,,3,2,86,
10823,04/09/2022,216000,306300,0,1,0,57,,0,,23380,,3,0,0,
10824,11/04/2023,372000,508500,0,1,0,18,,1,,53363,,3,0,154,
10825,19/08/2023,151000,200600,0,1,1,29,27,1,1,4560,15440,0,1,72,
10826,10/06/2023,234000,490400,0,1,0,34,,1,,48589,,3,1,56,
10827,19/08/2023,91000,192300,0,1,0,18,,0,,20000,,2,0,195,
10828,17/09/2023,189000,245600,0,2,0,53,,1,,21321,,3,2,211,
10829,02/06/2023,96000,132700,0,,0,38,,0,,20000,,2,1,84,18/06/2023
10830,07/08/2024,742000,1063300,0,0,0,30,,1,,79987,,2,0,3,
10831,10/10/2023,81000,142600,0,,0,55,,0,,20000,,3,0,217,
10832,09/06/2022,46000,69500,0,1,0,48,,1,,20000,,2,0,210,
10833,08/05/2024,75000,188700,2,2,1,34,18,1,0,6514,13486,2,0,15,
10834,18/03/2022,185000,320800,2,1,1,75,44,0,1,20369,10097,2,1,56,
10835,30/06/2023,191000,403300,0,1,0,61,,0,,28095,,,0,83,
10836,14/09/2023,290000,454900,1,1,1,42,47,0,1,24567,12186,2,1,,
10837,27/03/2022,141000,232300,0,1,0,44,,0,,20000,,3,0,60,
10838,14/01/2024,79000,119200,0,2,1,75,55,1,1,6566,13434,2,0,54,13/02/2024
10839,03/03/2023,375000,531400,0,0,1,52,22,1,0,29610,36331,2,0,55,
10840,23/01/2024,314000,452800,0,2,0,45,,0,,33316,,2,2,38,13/02/2024
10841,02/09/2023,119000,206500,0,1,1,27,33,0,1,14059,5941,1,0,48,
10842,21/12/2021,164000,208500,0,2,0,45,,1,,20000,,1,0,259,
10843,10/10/2021,113000,207700,0,1,0,47,,1,,22492,,1,0,172,
10844,16/04/2022,47000,112700,0,0,0,34,,0,,20000,,3,0,224,
10845,16/02/2022,131000,259600,0,,0,48,,0,,20000,,3,,82,
10846,30/08/2023,94000,180000,0,1,1,45,65,0,1,16411,3589,2,0,54,
10847,30/06/2024,102000,124900,1,0,0,65,,0,,20000,,2,0,7,
10848,11/09/2022,298000,464000,0,1,0,37,,1,,34008,,3,0,48,04/10/2022
10849,30/10/2023,107000,136700,0,0,1,44,61,0,1,8379,11621,2,0,,
10850,04/01/2024,75000,108100,,2,1,67,45,0,1,14114,5886,2,2,51,
10851,06/05/2024,101000,208100,0,2,0,33,,1,,20000,,1,0,80,
10852,06/05/2024,281000,502800,0,1,0,39,,1,,39830,,2,0,73,
10853,18/04/2022,145000,297200,0,2,0,53,,1,,27042,,2,0,,
10854,12/08/2022,43000,56200,0,1,1,46,29,1,0,10521,9479,2,0,81,
10855,27/03/2024,58000,95300,0,1,0,51,,1,,20000,,2,0,5,
10856,18/02/2024,96000,167100,1,1,0,58,,0,,20000,,2,0,86,
10857,03/09/2022,97000,230500,0,2,1,65,72,0,1,7910,12090,2,1,77,
10858,18/01/2023,73000,167000,2,2,1,28,57,1,1,5347,14653,2,1,97,
10859,15/05/2022,180000,339000,0,1,1,31,55,1,0,28027,18526,2,1,179,
10860,23/06/2024,144000,194500,0,1,1,53,37,0,1,3960,16040,2,0,8,20/08/2024
10861,11/11/2021,126000,186600,0,1,1,70,32,1,0,15457,4543,2,0,54,
10862,13/07/2024,296000,454300,0,1,0,60,,0,,46291,,2,0,59,
10863,14/03/2023,111000,238000,3,2,0,59,,0,,20000,,2,2,3,
10864,09/04/2023,175000,256800,0,2,0,73,,1,,20000,,2,0,84,15/05/2023
10865,21/04/2023,73000,120500,0,1,0,50,,0,,20000,,3,1,80,
10866,29/03/2023,170000,252400,0,2,1,48,44,0,1,5402,18247,3,0,89,
10867,05/04/2023,285000,804600,0,1,1,67,56,0,1,18680,38144,2,0,50,
10868,16/02/2023,81000,135600,2,1,1,67,44,0,1,8486,11514,2,,40,28/02/2023
10869,22/02/2024,432000,697300,0,1,1,45,50,0,1,27020,35610,2,2,57,23/03/2024
10870,21/10/2021,123000,208000,,1,0,38,,1,,20000,,1,1,69,
10871,25/08/2023,144000,253600,0,1,1,47,65,1,1,24438,9018,3,0,150,
10872,18/07/2023,74000,137000,0,1,0,48,,1,,20000,,2,2,1,
10873,23/03/2023,386000,585900,0,2,1,52,18,1,0,20474,26603,2,0,,
10874,09/08/2023,94000,155100,2,2,0,42,,1,,20000,,2,1,9,
10875,06/03/2024,58000,138600,0,1,0,39,,1,,20000,,3,2,218,
10876,03/10/2022,105000,206700,0,1,0,60,,1,,20000,,1,0,84,19/10/2022
10877,03/02/2024,82000,138800,0,1,0,27,,0,,20000,,2,0,35,
10878,29/08/2022,199000,260000,0,1,0,38,,1,,20000,,,0,223,09/10/2022
10879,30/12/2022,92000,127600,0,2,0,18,,0,,20000,,2,0,88,
10880,10/12/2021,69000,91000,0,1,0,58,,1,,20000,,2,0,14,03/01/2022
10881,03/09/2023,291000,424900,0,1,1,62,45,1,0,13850,20118,2,0,65,
10882,09/09/2021,258000,458900,0,1,1,41,26,1,0,23180,29543,2,0,150,
10883,24/09/2022,88000,127500,2,1,0,50,,0,,20000,,3,0,,02/11/2022
10884,22/04/2022,234000,407100,0,2,1,70,50,1,0,10657,27177,3,0,89,21/05/2022
10885,27/08/2023,268000,436300,3,2,1,65,46,0,1,34595,28445,3,2,75,
10886,14/10/2023,262000,420300,0,2,1,31,63,1,0,8162,24837,,0,17,23/11/2023
10887,04/07/2022,88000,188500,0,1,1,33,34,0,1,9360,10640,3,2,6,
10888,25/01/2023,185000,252000,0,1,1,54,44,1,0,11448,12073,2,1,1,
10889,06/04/2024,312000,382000,,2,1,36,43,1,0,21250,9323,2,0,83,
10890,30/08/2023,99000,128000,0,1,0,51,,0,,20000,,2,0,54,
10891,09/09/2022,348000,539200,0,2,0,75,,0,,64193,,3,0,71,22/09/2022
10892,23/03/2022,262000,431900,0,1,0,33,,0,,42969,,,0,73,
10893,05/09/2022,46000,60000,0,0,1,44,70,1,0,6001,13999,2,0,92,
10894,16/06/2023,36000,51600,0,2,0,52,,1,,20000,,2,2,76,
10895,01/09/2023,91000,198700,0,,0,63,,0,,20528,,0,0,77,
10896,11/05/2024,167000,309800,0,1,1,35,37,0,1,10955,15261,3,1,16,17/05/2024
10897,02/03/2023,28000,76700,0,1,1,40,39,1,0,13451,6549,2,0,62,13/03/2023
10898,21/05/2022,217000,278600,0,,0,38,,1,,21944,,3,2,55,
10899,19/03/2024,149000,225500,0,1,1,39,61,0,1,11123,9166,2,0,187,
10900,24/08/2022,166000,209300,0,1,0,55,,1,,20000,,1,0,1,
10901,23/01/2024,210000,278400,0,1,0,41,,1,,26843,,2,0,78,
10902,02/08/2024,182000,303000,0,2,1,43,37,0,1,11408,11984,3,1,203,
10903,16/04/2023,66000,82800,0,1,1,35,25,1,0,14310,5690,2,1,85,
10904,03/08/2024,337000,541400,0,2,1,50,50,1,0,15152,28163,2,0,221,
10905,29/10/2023,134000,210500,1,1,1,43,34,0,1,8176,11824,3,0,12,
10906,03/09/2021,115000,204100,0,1,0,59,,1,,20252,,1,0,88,23/09/2021
10907,02/09/2023,24000,32800,0,2,0,50,,0,,20000,,2,0,205,
10908,02/12/2021,397000,641100,2,0,0,24,,1,,53359,,3,0,80,
10909,29/08/2022,107000,196200,0,2,1,62,72,1,0,15137,4863,0,1,10,
10910,04/08/2022,82000,115500,3,1,1,55,68,0,1,12518,7482,2,1,219,17/09/2022
10911,04/03/2022,322000,667400,0,0,1,39,44,1,0,42199,39217,2,0,83,
10912,20/02/2023,363000,548400,0,1,1,57,28,1,0,30001,11035,2,0,182,
10913,24/04/2024,60000,86700,0,2,1,53,31,0,1,7972,12028,2,2,165,
10914,06/09/2022,74000,90800,0,0,0,75,,0,,20000,,3,1,86,
10915,27/08/2024,77000,128300,0,1,0,44,,0,,20000,,2,1,90,
10916,04/04/2023,181000,259300,0,1,0,70,,1,,28692,,2,0,273,
10917,09/01/2023,37000,63300,0,2,0,41,,0,,20000,,2,0,71,
10918,08/11/2021,62000,288700,0,2,1,53,60,1,1,6348,18913,2,,61,
10919,17/11/2023,219000,428300,0,2,0,65,,1,,53636,,2,2,87,
10920,08/04/2024,28000,55700,,1,1,37,18,0,1,15551,4449,2,0,,18/05/2024
10921,04/01/2023,100000,209200,0,1,1,27,28,0,1,10298,9702,1,1,214,
10922,12/11/2022,113000,211700,0,0,0,28,,0,,20000,,2,1,163,
10923,06/04/2024,244000,385700,0,1,1,47,28,1,0,32578,20255,3,0,55,
10924,26/02/2024,253000,335100,0,0,0,47,,1,,28264,,3,0,90,
10925,17/02/2024,63000,113200,,2,0,68,,0,,20000,,2,0,225,
10926,30/08/2022,312000,471400,0,2,1,35,27,1,0,9489,30734,3,,29,
10927,30/08/2024,118000,207500,3,1,1,38,75,1,1,8756,11244,1,1,218,
10928,08/06/2023,160000,218500,,2,0,27,,1,,20000,,2,1,151,
10929,25/11/2023,535000,1056700,3,2,0,44,,1,,101654,,3,1,206,
10930,25/11/2021,116000,177000,0,1,0,50,,1,,20000,,2,0,195,
10931,16/04/2023,79000,122500,0,0,1,71,75,1,0,14428,5572,2,1,55,
10932,11/03/2023,146000,291800,,1,0,75,,1,,29400,,2,0,240,
10933,09/03/2024,153000,299000,2,1,1,52,56,1,0,9407,15926,3,1,12,
10934,09/08/2024,78000,141900,0,1,0,62,,0,,20000,,,0,56,
10935,08/10/2023,315000,478700,0,1,1,58,49,0,1,23680,20116,3,0,15,
10936,20/03/2022,224000,379300,0,2,0,48,,0,,47236,,2,1,74,
10937,29/03/2024,74000,98700,1,,0,42,,1,,20000,,3,0,46,
10938,08/06/2022,109000,337200,3,1,0,40,,1,,29774,,2,0,53,
10939,05/09/2023,48000,98600,0,0,1,50,52,1,0,13790,6210,2,0,31,
10940,05/06/2022,332000,539100,0,2,0,50,,0,,42451,,2,,38,
10941,29/02/2024,236000,324900,0,2,0,30,,0,,30974,,2,0,212,
10942,21/12/2023,126000,206500,0,2,0,32,,1,,23379,,1,0,72,
10943,02/05/2022,183000,253400,0,1,0,44,,1,,21095,,2,1,54,
10944,11/03/2023,117000,354000,,1,1,38,58,0,1,14988,17564,2,1,87,
10945,15/08/2024,76000,211100,0,0,0,52,,1,,22630,,1,2,74,
10946,24/10/2022,164000,202200,0,1,0,48,,1,,20000,,1,1,229,
10947,30/08/2024,48000,112900,0,1,1,69,34,0,0,15558,4442,2,1,68,
10948,06/08/2024,304000,722900,2,1,0,28,,1,,62137,,2,0,79,17/08/2024
10949,09/08/2023,51000,88300,0,,1,52,53,0,0,8692,11308,2,0,29,
10950,11/12/2021,176000,372600,0,1,0,60,,0,,35663,,2,0,77,
10951,10/10/2023,155000,235400,0,1,0,39,,0,,20025,,2,0,78,
10952,24/12/2021,34000,48900,2,1,1,70,41,1,0,12699,7301,2,0,77,28/01/2022
10953,07/08/2023,96000,192700,0,1,0,63,,1,,20000,,0,0,71,06/09/2023
10954,07/09/2022,692000,955900,1,1,0,43,,1,,72848,,3,0,225,
10955,15/03/2022,118000,142700,0,1,1,27,60,0,1,6851,13149,2,0,92,27/04/2022
10956,07/06/2024,195000,295600,0,1,0,40,,1,,26532,,2,0,227,06/07/2024
10957,31/03/2023,387000,748200,0,1,0,18,,1,,139123,,2,0,11,
10958,24/10/2023,177000,311500,0,1,0,60,,1,,35401,,3,0,17,
10959,11/09/2023,146000,207000,0,1,0,58,,0,,20000,,1,0,12,
10960,09/01/2023,167000,295000,3,0,1,58,40,1,0,8824,11830,3,0,39,06/02/2023
10961,23/04/2022,121000,198000,0,1,0,75,,1,,20000,,0,2,56,
10962,24/08/2022,55000,86800,0,2,0,39,,0,,20000,,3,0,6,17/09/2022
10963,21/07/2022,582000,928100,0,,1,55,33,0,0,24835,47143,2,0,52,25/08/2022
10964,13/10/2023,144000,244400,0,0,1,45,24,1,0,12426,10697,3,0,231,
10965,31/05/2024,256000,442900,0,2,0,42,,0,,45647,,2,1,14,
10966,08/07/2022,112000,260800,0,2,1,41,45,1,0,14385,7533,2,0,74,
10967,03/08/2023,305000,493700,1,1,0,57,,1,,35917,,2,0,202,16/09/2023
10968,21/08/2024,356000,477900,0,1,0,53,,0,,45181,,3,0,189,
10969,21/08/2022,851000,1043800,0,1,1,55,66,1,0,35246,61782,3,0,207,
10970,25/11/2021,274000,450000,0,1,0,28,,1,,37640,,3,0,33,
10971,12/01/2022,299000,589200,0,0,0,34,,0,,66367,,2,2,47,
10972,25/05/2024,237000,406600,0,1,0,19,,0,,35013,,3,0,17,
10973,01/09/2024,44000,60900,0,1,1,34,57,0,1,8024,11976,2,0,57,
10974,04/09/2023,156000,209000,0,0,1,41,49,0,1,10341,10553,1,0,11,
10975,31/03/2022,96000,106200,0,,0,50,,1,,20000,,2,1,205,11/05/2022
10976,14/05/2024,416000,579300,3,1,0,18,,1,,46598,,3,0,88,
10977,25/09/2022,189000,297400,0,1,0,32,,0,,27797,,3,0,39,
10978,21/09/2021,38000,73300,0,2,1,53,46,0,1,13646,6354,2,2,14,
10979,20/11/2022,134000,234600,0,2,1,60,59,1,0,3163,16837,2,0,50,
10980,09/02/2024,248000,414100,0,0,0,22,,0,,45647,,3,2,77,
10981,15/04/2023,117000,208800,0,1,0,40,,1,,25367,,1,0,9,15/05/2023
10982,25/09/2021,117000,200400,3,2,0,54,,0,,20000,,3,0,201,
10983,05/12/2021,135000,259300,0,2,0,49,,1,,22852,,2,0,83,
10984,25/06/2022,169000,312800,0,0,0,45,,0,,32575,,3,1,233,
10985,27/03/2024,236000,354900,0,2,0,52,,1,,31869,,2,1,199,
10986,16/10/2022,200000,338400,0,2,0,66,,1,,30536,,3,0,17,
10987,12/09/2023,112000,152600,2,2,1,59,39,0,0,7401,12599,2,0,,29/09/2023
10988,12/03/2022,86000,117400,2,,0,68,,1,,20000,,2,0,11,
10989,13/10/2021,96000,145700,0,1,1,28,35,0,1,19473,4165,2,0,64,
10990,26/02/2024,173000,260600,0,1,0,40,,0,,32649,,2,0,81,
10991,04/06/2024,214000,359600,0,2,0,55,,0,,35936,,2,1,73,
10992,28/07/2022,590000,738700,0,1,0,36,,0,,65861,,2,0,71,
10993,27/03/2022,86000,208700,0,0,1,41,26,0,1,12722,10060,2,,211,
10994,23/07/2024,104000,173100,,0,0,42,,0,,20000,,2,1,78,
10995,21/10/2023,148000,274800,0,1,0,44,,1,,24338,,2,1,14,28/11/2023
10996,27/01/2022,205000,228700,0,2,0,53,,1,,22134,,3,1,85,
10997,19/11/2022,455000,607600,0,1,0,53,,0,,50767,,2,1,156,28/12/2022
10998,04/05/2023,336000,661700,0,1,0,59,,1,,43614,,2,0,59,28/05/2023
10999,17/11/2021,43000,65800,1,0,0,45,,1,,20000,,2,0,53,07/12/2021
11000,30/08/2022,160000,325400,0,,0,21,,1,,32480,,3,0,88,08/09/2022
11001,15/01/2023,42000,64500,0,2,1,41,27,1,1,9775,10225,2,2,77,
11002,22/07/2023,156000,380800,0,2,0,37,,0,,54972,,2,0,226,
11003,13/04/2024,106000,198700,0,1,0,75,,0,,20000,,0,0,90,
11004,15/08/2023,285000,457000,,1,0,47,,1,,39910,,2,0,75,
11005,11/07/2023,149000,192400,0,1,1,49,25,1,0,11346,8839,0,0,7,
11006,01/11/2023,125000,229800,0,1,1,33,22,1,1,15479,4521,2,0,65,
11007,17/08/2023,83000,124100,0,,1,37,59,1,0,10827,9173,2,0,80,
11008,19/08/2024,75000,119900,0,1,0,25,,1,,20000,,2,0,75,
11009,01/04/2023,139000,203000,0,1,0,39,,1,,20000,,,0,,18/04/2023
11010,06/05/2022,212000,285700,0,1,1,46,58,1,1,13814,10225,2,0,59,
11011,04/04/2023,166000,393800,0,1,0,75,,0,,30255,,3,0,33,
11012,05/09/2021,77000,155000,0,2,1,32,35,0,1,12470,7530,3,0,72,
11013,17/07/2024,72000,91000,1,0,0,25,,0,,20000,,2,0,5,
11014,05/09/2021,352000,443600,,2,0,66,,0,,40803,,3,1,81,
